"","station.name","total"
"65","W 52 St & 5 Ave",11869
"66","E 12 St & 3 Ave",11819
"67","Lafayette St & Jersey St",11798
"68","Greenwich St & W Houston St",11790
"69","St Marks Pl & 1 Ave",11789
"70","E 32 St & Park Ave",11691
"71","Canal St & Rutgers St",11611
"72","Lexington Ave & E 26 St",11590
"73","7 Ave & Central Park South",11419
"74","Barrow St & Hudson St",11418
"75","9 Ave & W 45 St",11417
"76","W 26 St & 8 Ave",11381
"77","FDR Drive & E 35 St",11328
"78","E 11 St & 1 Ave",11264
"79","E 15 St & 3 Ave",11195
"80","2 Ave & E 31 St",11190
"81","E 20 St & 2 Ave",11172
"82","Greenwich Ave & 8 Ave",11164
"83","Mercer St & Bleecker St",11143
"84","E 39 St & 2 Ave",11140
"85","South St & Gouverneur Ln",11139
"86","W 13 St & 7 Ave",11050
"87","W 16 St & The High Line",11033
"88","E 23 St & 1 Ave",11029
"89","W 13 St & 5 Ave",11006
"90","E 33 St & 1 Ave",10946
"91","5 Ave & E 29 St",10910
"92","Central Park West & W 68 St",10862
"93","Mott St & Prince St",10807
"94","6 Ave & Canal St",10744
"95","E 25 St & 2 Ave",10721
"96","8 Ave & W 52 St",10703
"97","Pershing Square South",10674
"98","W 20 St & 8 Ave",10621
"99","W 20 St & 7 Ave",10571
"100","11 Ave & W 59 St",10500
"101","11 Ave & W 41 St",10472
"102","E 20 St & Park Ave",10391
"103","LaGuardia Pl & W 3 St",10380
"104","W Broadway & Spring Street",10333
"105","E 4 St & 2 Ave",10315
"106","E 20 St & FDR Drive",10233
"107","1 Ave & E 18 St",10224
"108","Broadway & Battery Pl",10223
"109","W 15 St & 7 Ave",10185
"110","W 18 St & 9 Ave",10184
"111","E 2 St & Avenue B",10110
"112","Forsyth St & Broome St",10082
"113","E 2 St & Avenue A",9983
"114","St Marks Pl & 2 Ave",9938
"115","Allen St & Rivington St",9916
"116","E 39 St & 3 Ave",9871
"117","Mercer St & Spring St",9860
"118","Sullivan St & Washington Sq",9839
"119","Clinton St & Grand St",9829
"120","W 43 St & 6 Ave",9804
"121","E 31 St & 3 Ave",9744
"122","Columbus Ave & W 72 St",9674
"123","Allen St & Hester St",9597
"124","W 15 St & 10 Ave",9574
"125","E 6 St & Avenue B",9542
"126","E 2 St & 2 Ave",9515
"127","Old Fulton St",9509
"128","Jay St & York St",9479
"129","6 Ave & Broome St",9351
"130","S 5 Pl & S 5 St",9349
"131","Amsterdam Ave & W 73 St",9267
"132","W 45 St & 8 Ave",9266
"133","W 49 St & 8 Ave",9215
"134","Fulton St & Broadway",9178
"135","University Pl & E 8 St",9167
"136","Forsyth St & Canal St",9117
"137","1 Ave & E 78 St",9102
"138","W 43 St & 10 Ave",9087
"139","Stanton St & Chrystie St",9076
"140","Lispenard St & Broadway",9057
"141","E 11 St & 2 Ave",9048
"142","Metropolitan Ave & Bedford Ave",9044
"143","Howard St & Centre St",9039
"144","W 42 St & 8 Ave",8920
"145","11 Ave & W 27 St",8915
"146","Central Park West & W 85 St",8895
"147","Broadway & W 38 St",8886
"148","W 46 St & 11 Ave",8879
"149","S 4 St & Wythe Ave",8843
"150","Broadway & W 51 St",8810
"151","W 52 St & 11 Ave",8806
"152","Liberty St & Broadway",8688
"153","1 Ave & E 62 St",8679
"154","Greenwich Ave & Charles St",8666
"155","E 30 St & Park Ave S",8570
"156","N 6 St & Bedford Ave",8558
"157","E 41 St & Madison Ave",8548
"158","E 58 St & 3 Ave",8519
"159","5 Ave & E 78 St",8515
"160","Barclay St & Church St",8502
"161","W 15 St & 6 Ave",8391
"162","Watts St & Greenwich St",8373
"163","W 42 St & Dyer Ave",8367
"164","W 47 St & 10 Ave",8364
"165","Norfolk St & Broome St",8354
"166","E 11 St & Avenue B",8288
"167","9 Ave & W 28 St",8262
"168","W 37 St & 10 Ave",8219
"169","Murray St & Greenwich St",8183
"170","E 16 St & Irving Pl",8143
"171","MacDougal St & Washington Sq",8132
"172","W 63 St & Broadway",8128
"173","W 11 St & 6 Ave",8106
"174","Broadway & W 56 St",8030
"175","Central Park North & Adam Clayton Powell Blvd",8023
"176","Suffolk St & Stanton St",8007
"177","Kent Ave & N 7 St",7993
"178","Wythe Ave & Metropolitan Ave",7975
"179","1 Ave & E 30 St",7933
"180","Lexington Ave & E 29 St",7914
"181","E 9 St & Avenue C",7909
"182","W 44 St & 5 Ave",7893
"183","Bank St & Hudson St",7881
"184","Murray St & West St",7866
"185","E 27 St & 1 Ave",7838
"186","Central Park W & W 96 St",7817
"187","Hanson Pl & Ashland Pl",7762
"188","Peck Slip & Front St",7758
"189","W 37 St & 5 Ave",7727
"190","Washington Pl & Broadway",7718
"191","University Pl & E 14 St",7555
"192","W 45 St & 6 Ave",7514
"193","Milton St & Franklin St",7450
"194","E 19 St & 3 Ave",7443
"195","Bank St & Washington St",7307
"196","Bergen St & Smith St",7273
"197","W 53 St & 10 Ave",7271
"198","E 45 St & 3 Ave",7261
"199","1 Ave & E 44 St",7112
"200","E 25 St & 1 Ave",7093
"201","Perry St & Bleecker St",7091
"202","Cliff St & Fulton St",7069
"203","E 55 St & 3 Ave",7012
"204","Broadway & W 53 St",7004
"205","West Drive & Prospect Park West",6974
"206","Bayard St & Baxter St",6971
"207","Central Park West & W 76 St",6932
"208","E 10 St & 5 Ave",6930
"209","South St & Whitehall St",6789
"210","E 47 St & 2 Ave",6777
"211","Henry St & Grand St",6737
"212","W 67 St & Broadway",6670
"213","E 43 St & 5 Ave",6643
"214","W 54 St & 9 Ave",6642
"215","E 2 St & Avenue C",6612
"216","Rivington St & Chrystie St",6544
"217","E 72 St & York Ave",6537
"218","Division St & Bowery",6530
"219","E 55 St & 2 Ave",6491
"220","Lenox Ave & W 111 St",6477
"221","Bus Slip & State St",6443
"222","E 52 St & 2 Ave",6380
"223","E 53 St & Madison Ave",6372
"224","Riverside Blvd & W 67 St",6352
"225","Front St & Washington St",6352
"226","Hudson St & Reade St",6309
"227","E 53 St & 3 Ave",6260
"228","Riverside Dr & W 72 St",6211
"229","Stanton St & Norfolk St",6209
"230","Front St & Maiden Ln",6198
"231","Atlantic Ave & Furman St",6176
"232","W 64 St & Thelonious Monk Circle",6157
"233","Rivington St & Ridge St",6154
"234","W 56 St & 10 Ave",6146
"235","Fulton St & Adams St",6110
"236","Old Slip & Front St",6070
"237","Amsterdam Ave & W 79 St",6042
"238","E 59 St & Madison Ave",6035
"239","Berry St & N 8 St",5954
"240","Clark St & Henry St",5911
"241","W 70 St & Amsterdam Ave",5908
"242","E 6 St & Avenue D",5896
"243","West Thames St",5873
"244","E 84 St & 3 Ave",5869
"245","E 51 St & Lexington Ave",5868
"246","Driggs Ave & N 9 St",5850
"247","W 59 St & 10 Ave",5819
"248","Franklin St & W Broadway",5618
"249","Pike St & E Broadway",5606
"250","Columbus Ave & W 95 St",5557
"251","Washington Pl & 6 Ave",5504
"252","W 35 St & Dyer Ave",5486
"253","Park Ave & E 124 St",5464
"254","Fulton St & William St",5439
"255","E 48 St & 3 Ave",5417
"256","Vernon Blvd & 50 Ave",5362
"257","Amsterdam Ave & W 82 St",5346
"258","Avenue C & E 18 St",5318
"259","DeKalb Ave & Hudson Ave",5314
"260","E 74 St & 1 Ave",5309
"261","Cadman Plaza E & Red Cross Pl",5284
"262","Lawrence St & Willoughby St",5256
"263","Bedford Ave & Nassau Ave",5229
"264","Bond St & Fulton St",5229
"265","2 Ave & E 72 St",5218
"266","Pearl St & Hanover Square",5207
"267","2 Ave & E 96 St",5202
"268","Queens Plaza North & Crescent St",5174
"269","Spruce St & Nassau St",5145
"270","S 3 St & Bedford Ave",5131
"271","Pearl St & Anchorage Pl",5117
"272","Central Park West & W 100 St",5109
"273","Lexington Ave & E 36 St",5108
"274","W 82 St & Central Park West",5073
"275","Jay St & Tech Pl",5047
"276","5 Ave & E 63 St",4980
"277","Willoughby St & Fleet St",4968
"278","5 Ave & E 103 St",4960
"279","Clinton Ave & Myrtle Ave",4947
"280","Meserole Ave & Manhattan Ave",4942
"281","W 95 St & Broadway",4941
"282","Dean St & 4 Ave",4940
"283","E 5 St & Avenue C",4921
"284","Avenue D & E 3 St",4887
"285","Cherry St",4870
"286","Court St & State St",4846
"287","Broadway & Berry St",4823
"288","Centre St & Worth St",4822
"289","Grand Army Plaza & Plaza St West",4813
"290","Clinton St & Joralemon St",4767
"291","Hicks St & Montague St",4755
"292","Lexington Ave & E 63 St",4754
"293","Leonard St & Church St",4710
"294","Reade St & Broadway",4699
"295","E 55 St & Lexington Ave",4647
"296","E 51 St & 1 Ave",4634
"297","Maiden Ln & Pearl St",4630
"298","W 84 St & Columbus Ave",4559
"299","W 84 St & Broadway",4548
"300","St James Pl & Oliver St",4507
"301","E 84 St & 1 Ave",4489
"302","W 50 St & 9 Ave",4457
"303","W 76 St & Columbus Ave",4440
"304","Catherine St & Monroe St",4429
"305","Madison Ave & E 82 St",4424
"306","W 100 St & Broadway",4421
"307","N 12 St & Bedford Ave",4404
"308","Nassau Ave & Russell St",4371
"309","E 91 St & 2 Ave",4348
"310","Schermerhorn St & Bond St",4338
"311","Graham Ave & Conselyea St",4333
"312","Park Pl & Church St",4330
"313","Union Ave & N 12 St",4312
"314","Pike St & Monroe St",4291
"315","Broadway & Roebling St",4270
"316","Columbia St & Rivington St",4268
"317","E 43 St & 2 Ave",4252
"318","Duane St & Greenwich St",4223
"319","India St & Manhattan Ave",4220
"320","Madison St & Montgomery St",4197
"321","Cadman Plaza West & Montague St",4190
"322","William St & Pine St",4184
"323","Madison St & Clinton St",4165
"324","Avenue D & E 8 St",4149
"325","W 89 St & Columbus Ave",4124
"326","W 78 St & Broadway",4113
"327","Grand St & Havemeyer St",4110
"328","Berkeley Pl & 7 Ave",4089
"329","Water - Whitehall Plaza",4077
"330","John St & William St",4043
"331","E 88 St & 1 Ave",4040
"332","E 102 St & 1 Ave",4022
"333","3 St & Prospect Park West",4006
"334","Henry St & Atlantic Ave",3972
"335","Stanton St & Mangin St",3945
"336","Lafayette Ave & Fort Greene Pl",3927
"337","W 106 St & Central Park West",3854
"338","7 Ave & Park Pl",3847
"339","Harrison St & Hudson St",3831
"340","Riverside Dr & W 82 St",3803
"341","Duffield St & Willoughby St",3776
"342","E 97 St & Madison Ave",3773
"343","5 Ave & E 93 St",3761
"344","Kent Ave & S 11 St",3758
"345","E 89 St & 3 Ave",3758
"346","McGuinness Blvd & Eagle St",3754
"347","3 Ave & E 62 St",3753
"348","E 81 St & York Ave",3724
"349","Huron St & Franklin St",3696
"350","Carroll St & Smith St",3690
"351","Flushing Ave & Vanderbilt Ave",3666
"352","E 47 St & 1 Ave",3626
"353","E 58 St &  1 Ave (NW Corner)",3614
"354","DeKalb Ave & S Portland Ave",3605
"355","Broadway & Moylan Pl",3598
"356","5 Ave & 3 St",3595
"357","State St & Smith St",3594
"358","Frederick Douglass Blvd & W 117 St",3583
"359","Metropolitan Ave & Meeker Ave",3577
"360","Leonard St & Nassau Ave",3569
"361","Market St & Cherry St",3562
"362","Plaza St West & Flatbush Ave",3550
"363","E 81 St & 2 Ave",3490
"364","Schermerhorn St & Court St",3462
"365","E 77 St & 3 Ave",3447
"366","46 Ave & 5 St",3444
"367","Soissons Landing",3438
"368","West End Ave & W 94 St",3428
"369","Roebling St & N 4 St",3419
"370","Adelphi St & Myrtle Ave",3398
"371","W 88 St & West End Ave",3392
"372","W 87 St & Amsterdam Ave",3390
"373","Frederick Douglass Blvd & W 112 St",3381
"374","DeKalb Ave & Vanderbilt Ave",3370
"375","Broad St & Bridge St",3370
"376","Riverside Dr & W 78 St",3362
"377","E 65 St & 2 Ave",3362
"378","Congress St & Clinton St",3362
"379","Hope St & Union Ave",3334
"380","Amsterdam Ave & W 66 St",3306
"381","31 St & 23 Ave",3301
"382","Willoughby Ave & Hall St",3279
"383","Cathedral Pkwy & Broadway",3271
"384","Bialystoker Pl & Delancey St",3266
"385","W 74 St & Columbus Ave",3266
"386","3 Ave & Schermerhorn St",3259
"387","Park Pl & Vanderbilt Ave",3222
"388","E 110 St & Madison Ave",3185
"389","E 76 St & Park Ave",3166
"390","Avenue D & E 12 St",3152
"391","Lafayette Ave & Classon Ave",3144
"392","E 84 St & Park Ave",3144
"393","44 Dr & Jackson Ave",3144
"394","E 75 St & 3 Ave",3139
"395","Driggs Ave & N Henry St",3135
"396","E 72 St & Park Ave",3126
"397","Union St & 4 Ave",3109
"398","Nassau Ave & Newell St",3105
"399","Yankee Ferry Terminal",3093
"400","St Nicholas Ave & Manhattan Ave",3090
"401","Lafayette Ave & St James Pl",3086
"402","Atlantic Ave & Fort Greene Pl",3080
"403","Washington Ave & Park Ave",3076
"404","Lenox Ave & W 126 St",3056
"405","W 92 St & Broadway",3040
"406","E 89 St & York Ave",3033
"407","1 Ave & E 94 St",3024
"408","Pleasant Ave & E 116 St",3005
"409","N 11 St & Kent Ave",3002
"410","Cumberland St & Lafayette Ave",2993
"411","W 100 St & Manhattan Ave",2989
"412","Stagg St & Union Ave",2986
"413","Bergen St & Vanderbilt Ave",2986
"414","Macon St & Nostrand Ave",2966
"415","Front St & Gold St",2964
"416","Kane St & Clinton St",2963
"417","Henry St & Degraw St",2933
"418","Johnson St & Gold St",2927
"419","Franklin St & Dupont St",2912
"420","E 81 St & 3 Ave",2896
"421","Bergen St & Flatbush Ave",2880
"422","Douglass St & 3 Ave",2863
"423","Baltic St & 5 Ave",2862
"424","E 78 St & 2 Ave",2858
"425","Franklin Ave & Empire Blvd",2854
"426","Cadman Plaza E & Johnson St",2845
"427","Fulton St & Waverly Ave",2814
"428","Devoe St & Lorimer St",2787
"429","Banker St & Meserole Ave",2774
"430","Emerson Pl & Myrtle Ave",2771
"431","E 82 St & East End Ave",2766
"432","Lenox Ave & W 117 St",2752
"433","Lenox Ave & W 130 St",2741
"434","E 91 St & Park Ave",2740
"435","3 St & 3 Ave",2735
"436","31 St & Newtown Ave",2734
"437","Carroll St & 5 Ave",2733
"438","3 St & 7 Ave",2716
"439","Riverside Dr & W 91 St",2708
"440","Fulton St & Rockwell Pl",2691
"441","Riverside Dr & W 104 St",2689
"442","Eastern Pkwy & Franklin Ave",2670
"443","Carroll St & Bond St",2664
"444","Carroll St & 6 Ave",2663
"445","S 4 St & Rodney St",2658
"446","West End Ave & W 107 St",2633
"447","Carlton Ave & Flushing Ave",2603
"448","W 110 St & Amsterdam Ave",2601
"449","Scholes St & Manhattan Ave",2582
"450","E 68 St & 3 Ave",2575
"451","Nassau St & Navy St",2572
"452","Prospect Park West & 8 St",2565
"453","Frederick Douglass Blvd & W 115 St",2564
"454","St James Pl & Pearl St",2563
"455","Richardson St & N Henry St",2561
"456","Graham Ave & Grand St",2550
"457","Smith St & 9 St",2545
"458","E 93 St & 2 Ave",2543
"459","E 88 St & Park Ave",2542
"460","Bond St & Bergen St",2516
"461","31 St & Broadway",2487
"462","Laight St & Hudson St",2466
"463","Picnic Point",2462
"464","Carlton Ave & Dean St",2449
"465","2 Ave & E 104 St",2444
"466","W 90 St & Amsterdam Ave",2435
"467","Underhill Ave & Lincoln Pl",2419
"468","Washington Park",2414
"469","1 Ave & E 110 St",2413
"470","Myrtle Ave & Lewis Ave",2412
"471","S Portland Ave & Hanson Pl",2403
"472","45 Rd & 11 St",2395
"473","W 106 St & Amsterdam Ave",2394
"474","Driggs Ave & Lorimer St",2393
"475","E 60 St & York Ave",2393
"476","6 Ave & 9 St",2386
"477","6 Ave & W 33 St",2367
"478","Columbia St & Degraw St",2358
"479","Douglass St & 4 Ave",2353
"480","E 58 St & 1 Ave (NE Corner)",2351
"481","Classon Ave & St Marks Ave",2333
"482","St. Nicholas Ave & W 126 St",2329
"483","Fulton St & Grand Ave",2326
"484","Clinton St & Union St",2322
"485","Madison Ave & E 99 St",2315
"486","Degraw St & Smith St",2301
"487","Warren St & Court St",2298
"488","Montrose Ave & Bushwick Ave",2284
"489","Lexington Ave & Classon Ave",2272
"490","34 Ave & 38 St",2270
"491","Monroe St & Bedford Ave",2266
"492","Van Brunt St & Van Dyke St",2242
"493","Bedford Ave & Bergen St",2237
"494","Washington Ave & Greene Ave",2233
"495","Center Blvd & 51 Ave",2229
"496","E 103 St & Lexington Ave",2221
"497","44 Dr & 21 St",2213
"498","E 85 St & York Ave",2211
"499","14 St & 5 Ave",2209
"500","Grand Ave & Bergen St",2197
"501","E 68 St & Madison Ave",2197
"502","Clinton Ave & Flushing Ave",2194
"503","Dean St & Hoyt St",2190
"504","Smith St & 3 St",2183
"505","Pacific St & Nevins St",2154
"506","Union St & Nevins St",2154
"507","Carroll St & Columbia St",2153
"508","3 Ave & E 72 St",2151
"509","India St & West St",2149
"510","Columbia St & Kane St",2115
"511","Eastern Pkwy & Washington Ave",2110
"512","Dean St & Franklin Ave",2102
"513","Clermont Ave & Lafayette Ave",2089
"514","14 St & 7 Ave",2077
"515","Vernon Blvd & 47 Rd",2065
"516","Central Park West & W 102 St",2052
"517","E 67 St & Park Ave",2043
"518","Wyckoff St & 3 Ave",2033
"519","St Johns Pl & Washington Ave",2027
"520","W 104 St & Amsterdam Ave",2023
"521","East End Ave & E 86 St",2004
"522","Bayard St & Leonard St",1992
"523","Prospect Pl & 6 Ave",1987
"524","Garfield Pl & 8 Ave",1983
"525","3 Ave & E 95 St",1983
"526","10 St & 7 Ave",1980
"527","21 St & Queens Plaza North",1968
"528","E 106 St & Madison Ave",1958
"529","Graham Ave & Withers St",1952
"530","Leonard St & Maujer St",1944
"531","E 102 St & Park Ave",1939
"532","Lexington Ave & E 111 St",1925
"533","E 66 St & Madison Ave",1917
"534","1 Pl & Clinton St",1913
"535","President St & Henry St",1899
"536","Pierrepont St & Monroe Pl",1890
"537","Clinton St & 4 Place",1890
"538","Underhill Ave & Pacific St",1882
"539","4 Ave & 9 St",1864
"540","Greenpoint Ave & Manhattan Ave",1821
"541","Columbia Heights & Cranberry St",1820
"542","DeKalb Ave & Franklin Ave",1802
"543","Carlton Ave & Park Ave",1800
"544","Prospect Pl & Underhill Ave",1792
"545","Center Blvd & 48 Ave",1788
"546","Berkeley Pl & 6 Ave",1784
"547","Lefferts Pl & Franklin Ave",1783
"548","Concord St & Bridge St",1780
"549","Lenox Ave & W 115 St",1780
"550","W 113 St & Broadway",1776
"551","Wyckoff Av & Jefferson St",1756
"552","Lewis Ave & Madison St",1753
"553","W 116 St & Broadway",1746
"554","Pioneer St & Van Brunt St",1746
"555","E 115 St & Lexington Ave",1730
"556","Butler St & Court St",1726
"557","Court St & Nelson St",1723
"558","Mt Morris Park W & W 120 St",1721
"559","Franklin Ave & St Marks Ave",1715
"560","E 109 St & 3 Ave",1697
"561","Cambridge Pl & Gates Ave",1687
"562","Myrtle Ave & St Edwards St",1686
"563","Morningside Ave & W 123 St",1680
"564","N 15 St & Wythe Ave",1676
"565","E 118 St & 1 Ave",1675
"566","Broadway & Whipple St",1667
"567","Bushwick Ave & Powers St",1664
"568","W 55 St & 6 Ave",1659
"569","Kosciuszko St & Tompkins Ave",1653
"570","Union Ave & Jackson St",1635
"571","Sterling Pl & Bedford Ave",1632
"572","Broadway & W 32 St",1627
"573","Division Av & Hooper St",1618
"574","Monroe St & Tompkins Ave",1617
"575","Fulton St & Clermont Ave",1599
"576","Degraw St & Hoyt St",1599
"577","6 Ave & 12 St",1593
"578","2 Ave & E 99 St",1593
"579","31 Ave & 34 St",1588
"580","Clermont Ave & Park Ave",1586
"581","7 St & 5 Ave",1580
"582","Henry St & Middagh St",1577
"583","2 Ave & 36 St - Citi Bike HQ at Industry City",1575
"584","W 116 St & Amsterdam Ave",1572
"585","W 107 St & Columbus Ave",1566
"586","Adam Clayton Powell Blvd & W 123 St",1564
"587","Bedford Ave & S 9 St",1562
"588","McKibbin St & Bogart St",1556
"589","3 Ave & E 71 St",1547
"590","Adam Clayton Powell Blvd & W 126 St",1545
"591","Amsterdam Ave & W 125 St",1541
"592","Pitt St & Stanton St",1539
"593","Monroe St & Classon Ave",1533
"594","Boerum St & Broadway",1533
"595","E 118 St & 3 Ave",1524
"596","Kosciuszko St & Nostrand Ave",1521
"597","27 St & Hunter St",1519
"598","Myrtle Ave & Marcy Ave",1515
"599","Vernon Blvd & 10 St",1508
"600","43 St & Broadway",1501
"601","Park Pl & Franklin Ave",1501
"602","28 St & 41 Ave",1499
"603","Van Brunt St & Wolcott St",1476
"604","Halsey St & Tompkins Ave",1474
"605","Cedar St & Myrtle Ave",1460
"606","Franklin Ave & Myrtle Ave",1450
"607","Willoughby Ave & Walworth St",1449
"608","E 114 St & 1 Ave",1434
"609","Fulton St & Utica Ave",1434
"610","E 123 St & Lexington Ave",1433
"611","Pleasant Ave & E 120 St",1428
"612","Graham Ave & Herbert St",1409
"613","Putnam Ave & Throop Ave",1400
"614","6 St & 7 Ave",1397
"615","W 120 St & Claremont Ave",1397
"616","Verona Pl & Fulton St",1390
"617","E 106 St & 1 Ave",1384
"618","Adam Clayton Powell Blvd & W 118 St",1376
"619","E 81 St & Park Ave",1368
"620","3 St & Hoyt St",1366
"621","E 106 St & Lexington Ave",1366
"622","Ditmars Blvd & 19 St",1341
"623","Greene Ave & Nostrand Ave",1336
"624","Greene Av & Myrtle Av",1334
"625","10 St & 5 Ave",1321
"626","Suydam St & Knickerbocker Ave",1319
"627","Coffey St & Conover St",1318
"628","Hancock St & Bedford Ave",1314
"629","Lewis Ave & Kosciuszko St",1313
"630","Vernon Blvd & 30 Rd",1309
"631","Crescent St & Broadway",1303
"632","Kingston Ave & Herkimer St",1300
"633","Vernon Blvd & 31 Ave",1291
"634","Frederick Douglass Blvd & W 129 St",1283
"635","E 116 St & 2 Ave",1273
"636","E 115 St & Madison Ave",1267
"637","E 97 St & 3 Ave",1263
"638","Eckford St & Engert Ave",1261
"639","Jackson Ave & 46 Rd",1258
"640","Willoughby Ave & Wyckoff Ave",1250
"641","Marcus Garvey Blvd & Macon St",1244
"642","21 St & 31 Dr",1243
"643","49 Ave & 21 St",1226
"644","3 Ave & 14 St",1221
"645","Lorimer St & Broadway",1214
"646","Henry St & Poplar St",1212
"647","5 St & 6 Ave",1212
"648","Willoughby Ave & Tompkins Ave",1193
"649","Adam Clayton Powell Blvd & W 115 St",1192
"650","Frost St & Meeker Ave",1191
"651","31 Ave & Steinway St",1182
"652","3 Ave & Carroll St",1178
"653","Central Ave & Starr Street",1162
"654","George St & Wilson Ave",1159
"655","Leonard St & Boerum St",1156
"656","White St & Moore St",1154
"657","7 St & 3 Ave",1150
"658","Amsterdam Ave & W 119 St",1148
"659","Steinway St & 28 Ave",1144
"660","9 St & 44 Rd",1143
"661","Greene Ave & Throop Ave",1140
"662","E 118 St & Madison Ave",1139
"663","Newtown Ave & 23 St",1135
"664","24 St & 41 Ave",1133
"665","Union Ave & Wallabout St",1129
"666","35 Ave & 37 St",1128
"667","McKibbin St & Manhattan Ave",1109
"668","Tompkins Ave & Hopkins St",1095
"669","Irving Ave & Jefferson St",1094
"670","31 St & Thomson Ave",1074
"671","Marcy Ave & Lafayette Ave",1071
"672","36 Ave & 10 St",1063
"673","E 128 St & Madison Ave",1059
"674","5 Ave & E 126 St",1056
"675","Park Ave & Marcus Garvey Blvd",1054
"676","E 98 St & Park Ave",1046
"677","19 St & 24 Ave",1032
"678","Putnam Ave & Nostrand Ave",1027
"679","Vernon Blvd & 41 Rd",1021
"680","Astoria Park S & Shore Blvd",1015
"681","Lincoln Pl & Classon Ave",1014
"682","Sharon St & Olive St",1013
"683","36 Ave & 31 St",986
"684","2 Ave & E 122 St",985
"685","Rogers Ave & Sterling St",983
"686","48 Ave & 5 St",977
"687","28 Ave & 35 St",977
"688","47 Ave & 31 St",974
"689","3 Ave & E 112 St",973
"690","24 Ave & 26 St",959
"691","Lexington Ave & E 120 St",949
"692","Lexington Ave & E 127 St",947
"693","31 St & Astoria Blvd",947
"694","Madison Ave & E 120 St",938
"695","Pulaski St & Marcus Garvey Blvd",932
"696","3 Ave & E 100 St",930
"697","Carroll St & Washington Ave",912
"698","Broadway & W 122 St",909
"699","Humboldt St & Varet St",897
"700","12 St & 4 Ave",896
"701","31 Ave & 30 St",895
"702","Nostrand Ave & Myrtle Ave",886
"703","5 St & 51 Ave",885
"704","35 St & Broadway",880
"705","31 Ave & Crescent St",874
"706","Steinway St & 23 Ave",868
"707","W 129 St & Convent Ave",867
"708","Powers St & Olive St",859
"709","5 St & Market St",859
"710","34 St & 35 Ave",859
"711","Division Ave & Marcy Ave",854
"712","28 St & 38 Ave",851
"713","Park Ave & St Edwards St",850
"714","28 Ave & 44 St",842
"715","Newton Rd & 44 St",841
"716","E 118 St & Park Ave",838
"717","Broadway & 12 St",835
"718","24 Ave & 29 St",820
"719","35 St & 34 Ave",803
"720","Commerce St & Van Brunt St",793
"721","Crescent St & 30 Ave",781
"722","Lewis Ave & Decatur St",777
"723","2 Ave & 9 St",764
"724","10 Hudson Yards",749
"725","Wyckoff St & Bond St",749
"726","Union St & Bedford Ave",748
"727","21 St & 43 Ave",744
"728","Columbus Ave & W 103 St",741
"729","31 St & Northern Blvd",737
"730","31 Ave & 14 St",727
"731","Sigourney St & Columbia St",726
"732","Crescent St & 34 Ave",719
"733","Central Ave & Flushing Ave",719
"734","35 Ave & 10 St",716
"735","Jackson St & Leonard St",695
"736","40 Ave & 9 St",695
"737","34 Ave & 21 St",694
"738","21 St & Hoyt Ave S",691
"739","Throop Ave & Myrtle Ave",682
"740","Crescent St & Ditmars Blvd",679
