"","station.name","total"
"133","E 6 St & Avenue B",8706
"134","Allen St & Hester St",8703
"135","6 Ave & Broome St",8567
"136","FDR Drive & E 35 St",8545
"137","Metropolitan Ave & Bedford Ave",8514
"138","Mercer St & Spring St",8478
"139","Forsyth St & Canal St",8467
"140","Central Park West & W 85 St",8424
"141","Stanton St & Chrystie St",8403
"142","W 26 St & 10 Ave",8400
"143","Lispenard St & Broadway",8387
"144","Fulton St & Broadway",8331
"145","E 41 St & Madison Ave",8306
"146","W 42 St & Dyer Ave",8269
"147","South St & Gouverneur Ln",8256
"148","W 11 St & 6 Ave",8253
"149","W 52 St & 11 Ave",8212
"150","S 5 Pl & S 5 St",8201
"151","W 55 St & 6 Ave",8201
"152","1 Ave & E 62 St",8195
"153","E 30 St & Park Ave S",8181
"154","Broadway & W 38 St",8089
"155","N 6 St & Bedford Ave",8015
"156","W 15 St & 10 Ave",8000
"157","S 4 St & Wythe Ave",7996
"158","Old Fulton St",7979
"159","Broadway & W 36 St",7969
"160","1 Ave & E 78 St",7951
"161","E 27 St & 1 Ave",7916
"162","W 43 St & 10 Ave",7915
"163","W 47 St & 10 Ave",7914
"164","Howard St & Centre St",7875
"165","E 58 St & 3 Ave",7866
"166","1 Ave & E 30 St",7864
"167","Lexington Ave & E 29 St",7848
"168","Liberty St & Broadway",7825
"169","5 Ave & E 78 St",7741
"170","W 37 St & 10 Ave",7704
"171","W 63 St & Broadway",7670
"172","E 11 St & Avenue B",7658
"173","E 10 St & 5 Ave",7658
"174","W 18 St & 9 Ave",7653
"175","E 16 St & Irving Pl",7525
"176","Central Park North & Adam Clayton Powell Blvd",7469
"177","W 46 St & 11 Ave",7416
"178","9 Ave & W 28 St",7393
"179","E 25 St & 1 Ave",7352
"180","Bank St & Hudson St",7348
"181","Suffolk St & Stanton St",7340
"182","E 19 St & 3 Ave",7310
"183","W 44 St & 5 Ave",7305
"184","West Thames St",7283
"185","W 53 St & 10 Ave",7264
"186","Watts St & Greenwich St",7245
"187","Central Park W & W 96 St",7172
"188","E 9 St & Avenue C",7171
"189","Broadway & W 51 St",7144
"190","Hanson Pl & Ashland Pl",7044
"191","Murray St & West St",7014
"192","Barclay St & Church St",6999
"193","E 45 St & 3 Ave",6957
"194","Jay St & York St",6896
"195","1 Ave & E 44 St",6787
"196","W 12 St & W 4 St",6738
"197","W 37 St & 5 Ave",6737
"198","Murray St & Greenwich St",6704
"199","Norfolk St & Broome St",6672
"200","W 67 St & Broadway",6617
"201","Wythe Ave & Metropolitan Ave",6578
"202","Rivington St & Chrystie St",6575
"203","West Drive & Prospect Park West",6543
"204","E 55 St & 2 Ave",6541
"205","E 2 St & Avenue C",6474
"206","Central Park West & W 76 St",6465
"207","E 47 St & 2 Ave",6465
"208","Henry St & Grand St",6434
"209","Bayard St & Baxter St",6385
"210","Peck Slip & Front St",6380
"211","W 45 St & 6 Ave -",6369
"212","Bergen St & Smith St",6357
"213","Front St & Washington St",6355
"214","Broadway & W 53 St",6318
"215","E 43 St & 5 Ave",6274
"216","E 72 St & York Ave",6252
"217","E 53 St & 3 Ave",6210
"218","Bank St & Washington St",6110
"219","W 56 St & 10 Ave",6029
"220","E 53 St & Madison Ave",5991
"221","E 55 St & 3 Ave",5988
"222","W 64 St & Thelonious Monk Circle",5951
"223","E 51 St & Lexington Ave",5856
"224","W 54 St & 9 Ave",5853
"225","Fulton St & Adams St",5825
"226","Cliff St & Fulton St",5814
"227","E 52 St & 2 Ave",5760
"228","Clark St & Henry St",5738
"229","Columbus Ave & W 95 St",5628
"230","E 6 St & Avenue D",5626
"231","W 70 St & Amsterdam Ave",5610
"232","W 59 St & 10 Ave",5561
"233","Hudson St & Reade St",5554
"234","Milton St & Franklin St",5499
"235","Riverside Blvd & W 67 St",5492
"236","Division St & Bowery",5479
"237","Amsterdam Ave & W 79 St",5477
"238","Lenox Ave & W 111 St",5456
"239","DeKalb Ave & Hudson Ave",5436
"240","Rivington St & Ridge St",5435
"241","Amsterdam Ave & W 82 St",5400
"242","Stanton St & Norfolk St",5341
"243","Atlantic Ave & Furman St",5317
"244","E 84 St & 3 Ave",5274
"245","Pike St & E Broadway",5208
"246","Berry St & N 8 St",5183
"247","W 35 St & Dyer Ave",5114
"248","Vernon Blvd & 50 Ave",5111
"249","Park Ave & E 124 St",5065
"250","Dean St & 4 Ave",5063
"251","Franklin St & W Broadway",5059
"252","E 48 St & 3 Ave",5057
"253","Riverside Dr & W 72 St",5057
"254","Fulton St & William St",5055
"255","Bus Slip & State St",5035
"256","Driggs Ave & N 9 St",5033
"257","Grand Army Plaza & Plaza St West",4986
"258","Queens Plaza North & Crescent St",4937
"259","E 74 St & 1 Ave",4920
"260","Front St & Maiden Ln",4868
"261","W 82 St & Central Park West",4860
"262","2 Ave & E 72 St",4840
"263","Broadway & W 37 St",4834
"264","5 Ave & E 103 St",4820
"265","Lexington Ave & E 36 St",4801
"266","Pearl St & Hanover Square",4787
"267","W 76 St & Columbus Ave",4767
"268","William St & Pine St",4696
"269","Broadway & Berry St",4676
"270","Leonard St & Church St",4667
"271","E 59 St & Madison Ave",4661
"272","Spruce St & Nassau St",4648
"273","Jay St & Tech Pl",4647
"274","Willoughby St & Fleet St",4627
"275","5 Ave & E 63 St",4626
"276","Schermerhorn St & Bond St",4580
"277","W 95 St & Broadway",4567
"278","Bedford Ave & Nassau Ave",4541
"279","Cadman Plaza E & Red Cross Pl",4536
"280","Clinton Ave & Myrtle Ave",4527
"281","Old Slip & Front St",4494
"282","2 Ave & E 96 St",4476
"283","Centre St & Worth St",4458
"284","Central Park West & W 100 St",4431
"285","S 3 St & Bedford Ave",4430
"286","Court St & State St",4412
"287","University Pl & E 8 St",4410
"288","Bond St & Fulton St",4394
"289","E 5 St & Avenue C",4388
"290","Graham Ave & Conselyea St",4379
"291","Hicks St & Montague St",4366
"292","Clinton St & Joralemon St",4354
"293","Reade St & Broadway",4353
"294","W 84 St & Columbus Ave",4352
"295","E 84 St & 1 Ave",4348
"296","W 50 St & 9 Ave",4341
"297","E 55 St & Lexington Ave",4327
"298","Lexington Ave & E 63 St",4326
"299","St James Pl & Oliver St",4291
"300","Avenue D & E 3 St",4275
"301","Meserole Ave & Manhattan Ave",4237
"302","Maiden Ln & Pearl St",4214
"303","Lawrence St & Willoughby St",4210
"304","Park Pl & Church St",4183
"305","Berkeley Pl & 7 Ave",4173
"306","Cadman Plaza West & Montague St",4127
"307","Kent Ave & S 11 St",4111
"308","Cherry St",4107
"309","E 51 St & 1 Ave",4105
"310","E 91 St & 2 Ave",4092
"311","Nassau Ave & Russell St",4080
"312","Water - Whitehall Plaza",4057
"313","W 89 St & Columbus Ave",4020
"314","Duffield St & Willoughby St",4012
"315","South St & Whitehall St",3990
"316","W 100 St & Broadway",3987
"317","Catherine St & Monroe St",3967
"318","Avenue C & E 18 St",3941
"319","5 Ave & E 93 St",3936
"320","E 43 St & 2 Ave",3921
"321","E 58 St & Madison Ave",3903
"322","Greenpoint Ave & Manhattan Ave",3898
"323","7 Ave & Park Pl",3838
"324","3 St & Prospect Park West",3799
"325","John St & William St",3793
"326","Avenue D & E 8 St",3791
"327","Columbia St & Rivington St",3780
"328","Madison Ave & E 82 St",3759
"329","Madison St & Clinton St",3741
"330","Pike St & Monroe St",3740
"331","Henry St & Atlantic Ave",3703
"332","E 89 St & 3 Ave",3670
"333","Duane St & Greenwich St",3664
"334","Harrison St & Hudson St",3620
"335","E 47 St & 1 Ave",3617
"336","E 88 St & 1 Ave",3613
"337","3 Ave & E 62 St",3611
"338","Plaza St West & Flatbush Ave",3606
"339","Stanton St & Mangin St",3590
"340","W 78 St & Broadway",3563
"341","Grand St & Havemeyer St",3549
"342","Pearl St & Anchorage Pl",3482
"343","E 97 St & Madison Ave",3459
"344","Broadway & Roebling St",3424
"345","Frederick Douglass Blvd & W 117 St",3422
"346","Carroll St & Smith St",3419
"347","Lafayette Ave & Fort Greene Pl",3419
"348","N 12 St & Bedford Ave",3417
"349","Union Ave & N 12 St",3410
"350","E 81 St & York Ave",3389
"351","Riverside Dr & W 82 St",3382
"352","E 102 St & 1 Ave",3373
"353","E 77 St & 3 Ave",3366
"354","Willoughby Ave & Hall St",3358
"355","Market St & Cherry St",3347
"356","W 74 St & Columbus Ave",3343
"357","Eastern Pkwy & Franklin Ave",3329
"358","India St & Manhattan Ave",3318
"359","W 84 St & Broadway",3317
"360","Adelphi St & Myrtle Ave",3316
"361","McGuinness Blvd & Eagle St",3315
"362","Schermerhorn St & Court St",3297
"363","E 11 St & Broadway",3272
"364","E 58 St &  1 Ave (NW Corner)",3261
"365","Cathedral Pkwy & Broadway",3260
"366","E 76 St & Park Ave",3253
"367","Park Pl & Vanderbilt Ave",3245
"368","Huron St & Franklin St",3241
"369","DeKalb Ave & Vanderbilt Ave",3238
"370","State St & Smith St",3229
"371","E 65 St & 2 Ave",3208
"372","Flushing Ave & Vanderbilt Ave",3203
"373","Lafayette Ave & Classon Ave",3175
"374","E 81 St & 2 Ave",3175
"375","E 72 St & Park Ave",3167
"376","W 92 St & Broadway",3165
"377","31 St & 23 Ave",3164
"378","Frederick Douglass Blvd & W 112 St",3158
"379","W 87 St & Amsterdam Ave",3152
"380","Hope St & Union Ave",3132
"381","DeKalb Ave & S Portland Ave",3123
"382","E 84 St & Park Ave",3121
"383","46 Ave & 5 St",3113
"384","Riverside Dr & W 78 St",3110
"385","Banker St & Meserole Ave",3110
"386","Madison St & Montgomery St",3091
"387","W 106 St & Central Park West",3089
"388","Metropolitan Ave & Meeker Ave",3079
"389","Leonard St & Nassau Ave",3075
"390","E 75 St & 3 Ave",3075
"391","Amsterdam Ave & W 66 St",3043
"392","Bialystoker Pl & Delancey St",3035
"393","Congress St & Clinton St",2988
"394","1 Ave & E 94 St",2971
"395","Lafayette Ave & St James Pl",2969
"396","Atlantic Ave & Fort Greene Pl",2955
"397","Broadway & Moylan Pl",2923
"398","Nassau Ave & Newell St",2914
"399","Fulton St & Waverly Ave",2909
"400","Eastern Pkwy & Washington Ave",2880
"401","Driggs Ave & N Henry St",2876
"402","Henry St & Degraw St",2875
"403","Bergen St & Vanderbilt Ave",2865
"404","Franklin Ave & Empire Blvd",2864
"405","W 88 St & West End Ave",2861
"406","E 91 St & Park Ave",2840
"407","3 Ave & Schermerhorn St",2836
"408","Avenue D & E 12 St",2823
"409","Macon St & Nostrand Ave",2811
"410","Washington Ave & Park Ave",2810
"411","5 Ave & 3 St",2806
"412","E 110 St & Madison Ave",2802
"413","Johnson St & Gold St",2799
"414","W 100 St & Manhattan Ave",2784
"415","Pleasant Ave & E 116 St",2783
"416","3 St & 7 Ave",2778
"417","W 110 St & Amsterdam Ave",2770
"418","Bergen St & Flatbush Ave",2760
"419","31 St & Newtown Ave",2750
"420","Stagg St & Union Ave",2739
"421","Carroll St & 6 Ave",2728
"422","Cumberland St & Lafayette Ave",2727
"423","Front St & Gold St",2716
"424","Roebling St & N 4 St",2710
"425","St Nicholas Ave & Manhattan Ave",2704
"426","E 81 St & 3 Ave",2704
"427","Lenox Ave & W 126 St",2686
"428","Devoe St & Lorimer St",2684
"429","E 78 St & 2 Ave",2677
"430","Union St & 4 Ave",2677
"431","E 88 St & Park Ave",2669
"432","Emerson Pl & Myrtle Ave",2664
"433","West End Ave & W 94 St",2655
"434","44 Dr & Jackson Ave",2635
"435","Prospect Park West & 8 St",2617
"436","Henry St & Poplar St",2612
"437","Fulton St & Rockwell Pl",2603
"438","Riverside Dr & W 91 St",2595
"439","Baltic St & 5 Ave",2580
"440","Lenox Ave & W 117 St",2574
"441","E 82 St & East End Ave",2548
"442","Riverside Dr & W 104 St",2545
"443","E 89 St & York Ave",2543
"444","Franklin St & Dupont St",2516
"445","E 58 St & 1 Ave (NE Corner)",2472
"446","Classon Ave & St Marks Ave",2468
"447","Douglass St & 3 Ave",2466
"448","Carlton Ave & Dean St",2453
"449","Lenox Ave & W 130 St",2450
"450","Richardson St & N Henry St",2449
"451","Montrose Ave & Bushwick Ave",2433
"452","Kane St & Clinton St",2433
"453","Underhill Ave & Lincoln Pl",2429
"454","Bond St & Bergen St",2413
"455","W 116 St & Amsterdam Ave",2409
"456","E 68 St & 3 Ave",2405
"457","6 Ave & 9 St",2399
"458","Carroll St & Bond St",2398
"459","Clinton St & Union St",2388
"460","W 90 St & Amsterdam Ave",2368
"461","Fulton St & Grand Ave",2347
"462","34 Ave & 38 St",2338
"463","3 St & 3 Ave",2337
"464","E 93 St & 2 Ave",2323
"465","Monroe St & Bedford Ave",2317
"466","Laight St & Hudson St",2304
"467","S 4 St & Rodney St",2301
"468","31 St & Broadway",2299
"469","2 Ave & E 104 St",2296
"470","Carroll St & 5 Ave",2296
"471","1 Ave & E 110 St",2295
"472","45 Rd & 11 St",2295
"473","Warren St & Court St",2291
"474","Frederick Douglass Blvd & W 115 St",2290
"475","Washington Park",2283
"476","E 60 St & York Ave",2249
"477","S Portland Ave & Hanson Pl",2248
"478","Washington Pl & 6 Ave",2244
"479","W 116 St & Broadway",2231
"480","Graham Ave & Grand St",2231
"481","Cadman Plaza E & Johnson St",2231
"482","Carlton Ave & Flushing Ave",2229
"483","Scholes St & Manhattan Ave",2226
"484","Grand Ave & Bergen St",2225
"485","Garfield Pl & 8 Ave",2214
"486","St James Pl & Pearl St",2198
"487","E 85 St & York Ave",2194
"488","West End Ave & W 107 St",2187
"489","Driggs Ave & Lorimer St",2183
"490","Smith St & 9 St",2179
"491","E 68 St & Madison Ave",2178
"492","Degraw St & Smith St",2168
"493","Myrtle Ave & Lewis Ave",2136
"494","W 106 St & Amsterdam Ave",2132
"495","Bedford Ave & Bergen St",2118
"496","10 St & 7 Ave",2117
"497","Madison Ave & E 99 St",2116
"498","Lexington Ave & Classon Ave",2108
"499","Nassau St & Navy St",2085
"500","St Johns Pl & Washington Ave",2073
"501","E 103 St & Lexington Ave",2069
"502","14 St & 7 Ave",2057
"503","St. Nicholas Ave & W 126 St",2048
"504","Bayard St & Leonard St",2045
"505","Clermont Ave & Lafayette Ave",2037
"506","Washington Ave & Greene Ave",2028
"507","44 Dr & 21 St",2025
"508","N 11 St & Kent Ave",2025
"509","W 113 St & Broadway",2023
"510","E 67 St & Park Ave",2011
"511","1 Pl & Clinton St",2005
"512","Pacific St & Nevins St",2005
"513","Smith St & 3 St",1988
"514","Douglass St & 4 Ave",1974
"515","Columbia St & Degraw St",1965
"516","3 Ave & E 72 St",1945
"517","Bushwick Ave & Powers St",1937
"518","Central Park West & W 102 St",1929
"519","W 104 St & Amsterdam Ave",1916
"520","Pierrepont St & Monroe Pl",1915
"521","14 St & 5 Ave",1912
"522","Carroll St & Columbia St",1910
"523","Wyckoff St & 3 Ave",1886
"524","Columbia St & Kane St",1885
"525","E 66 St & Madison Ave",1862
"526","Dean St & Hoyt St",1859
"527","3 Ave & E 95 St",1839
"528","Van Brunt St & Van Dyke St",1819
"529","Union St & Nevins St",1810
"530","Concord St & Bridge St",1778
"531","Center Blvd & 51 Ave",1777
"532","Prospect Pl & 6 Ave",1762
"533","Carlton Ave & Park Ave",1759
"534","3 Ave & E 71 St",1751
"535","Prospect Pl & Underhill Ave",1743
"536","Dean St & Franklin Ave",1740
"537","Graham Ave & Withers St",1738
"538","Underhill Ave & Pacific St",1722
"539","President St & Henry St",1721
"540","Lenox Ave & W 115 St",1718
"541","Clinton St & 4 Place",1718
"542","Butler St & Court St",1713
"543","East End Ave & E 86 St",1702
"544","Leonard St & Maujer St",1701
"545","Vernon Blvd & 47 Rd",1698
"546","Clinton Ave & Flushing Ave",1696
"547","28 St & 41 Ave",1695
"548","21 St & Queens Plaza North",1694
"549","W 107 St & Columbus Ave",1664
"550","6 Ave & 12 St",1647
"551","Lexington Ave & E 111 St",1639
"552","Franklin Ave & St Marks Ave",1626
"553","Kosciuszko St & Tompkins Ave",1622
"554","Perry St & Bleecker St",1607
"555","Sterling Pl & Bedford Ave",1587
"556","Amsterdam Ave & W 125 St",1578
"557","E 102 St & Park Ave",1570
"558","E 118 St & 1 Ave",1565
"559","India St & West St",1565
"560","Degraw St & Hoyt St",1564
"561","Mt Morris Park W & W 120 St",1561
"562","Adam Clayton Powell Blvd & W 123 St",1546
"563","Lefferts Pl & Franklin Ave",1544
"564","Berkeley Pl & 6 Ave",1535
"565","Amsterdam Ave & W 119 St",1534
"566","Monroe St & Tompkins Ave",1526
"567","Broad St & Bridge St",1520
"568","6 St & 7 Ave",1515
"569","W 120 St & Claremont Ave",1503
"570","E 106 St & Madison Ave",1503
"571","27 St & Hunter St",1502
"572","Morningside Ave & W 123 St",1500
"573","Cambridge Pl & Gates Ave",1500
"574","Lewis Ave & Madison St",1491
"575","Division Av & Hooper St",1490
"576","Clermont Ave & Park Ave",1477
"577","Union Ave & Jackson St",1463
"578","Columbia Heights & Cranberry St",1462
"579","E 109 St & 3 Ave",1455
"580","Boerum St & Broadway",1451
"581","Pitt St & Stanton St",1438
"582","N 15 St & Wythe Ave",1437
"583","4 Ave & 9 St",1436
"584","Myrtle Ave & St Edwards St",1433
"585","Court St & Nelson St",1432
"586","E 81 St & Park Ave",1419
"587","Pioneer St & Van Brunt St",1417
"588","Halsey St & Tompkins Ave",1416
"589","Kosciuszko St & Nostrand Ave",1415
"590","Broadway & Whipple St",1399
"591","E 115 St & Lexington Ave",1388
"592","Center Blvd & 48 Ave",1387
"593","31 Ave & 34 St",1366
"594","Monroe St & Classon Ave",1358
"595","E 118 St & 3 Ave",1352
"596","Graham Ave & Herbert St",1348
"597","Hancock St & Bedford Ave",1341
"598","43 St & Broadway",1335
"599","Franklin Ave & Myrtle Ave",1332
"600","Fulton St & Clermont Ave",1330
"601","Greene Ave & Nostrand Ave",1330
"602","Putnam Ave & Throop Ave",1317
"603","Adam Clayton Powell Blvd & W 126 St",1312
"604","Verona Pl & Fulton St",1309
"605","Kingston Ave & Herkimer St",1294
"606","Willoughby Ave & Walworth St",1294
"607","Lewis Ave & Kosciuszko St",1292
"608","Fulton St & Utica Ave",1286
"609","Myrtle Ave & Marcy Ave",1279
"610","7 St & 5 Ave",1267
"611","Van Brunt St & Wolcott St",1258
"612","Park Pl & Franklin Ave",1240
"613","E 106 St & Lexington Ave",1239
"614","2 Ave & E 99 St",1233
"615","10 St & 5 Ave",1230
"616","E 118 St & Madison Ave",1226
"617","Willoughby Ave & Tompkins Ave",1226
"618","Bedford Ave & S 9 St",1217
"619","3 St & Hoyt St",1213
"620","Adam Clayton Powell Blvd & W 115 St",1203
"621","Crescent St & Broadway",1201
"622","Pleasant Ave & E 120 St",1194
"623","Humboldt St & Varet St",1183
"624","Adam Clayton Powell Blvd & W 118 St",1176
"625","2 Ave & 36 St - Citi Bike HQ at Industry City",1172
"626","31 Ave & Steinway St",1164
"627","E 114 St & 1 Ave",1159
"628","E 106 St & 1 Ave",1148
"629","21 St & 31 Dr",1147
"630","Newtown Ave & 23 St",1145
"631","5 St & 6 Ave",1142
"632","Leonard St & Boerum St",1134
"633","Steinway St & 28 Ave",1133
"634","Vernon Blvd & 10 St",1129
"635","E 116 St & 2 Ave",1124
"636","Eckford St & Engert Ave",1124
"637","Frederick Douglass Blvd & W 129 St",1114
"638","Union Ave & Wallabout St",1114
"639","Ditmars Blvd & 19 St",1104
"640","E 97 St & 3 Ave",1103
"641","Tompkins Ave & Hopkins St",1100
"642","Greene Ave & Throop Ave",1089
"643","E 123 St & Lexington Ave",1082
"644","Astoria Park S & Shore Blvd",1074
"645","Vernon Blvd & 31 Ave",1073
"646","3 Ave & 14 St",1068
"647","7 St & 3 Ave",1068
"648","Marcus Garvey Blvd & Macon St",1064
"649","24 St & 41 Ave",1058
"650","E 115 St & Madison Ave",1051
"651","Broadway & W 122 St",1040
"652","19 St & 24 Ave",1022
"653","Jackson Ave & 46 Rd",1020
"654","35 Ave & 37 St",1020
"655","Lorimer St & Broadway",1018
"656","Pulaski St & Marcus Garvey Blvd",1009
"657","31 Ave & 30 St",1008
"658","31 St & Astoria Blvd",1007
"659","Coffey St & Conover St",1007
"660","Park Ave & Marcus Garvey Blvd",998
"661","36 Ave & 31 St",996
"662","49 Ave & 21 St",989
"663","E 98 St & Park Ave",984
"664","W 129 St & Convent Ave",981
"665","Nostrand Ave & Myrtle Ave",977
"666","24 Ave & 26 St",971
"667","Lincoln Pl & Classon Ave",970
"668","Vernon Blvd & 30 Rd",964
"669","Frost St & Meeker Ave",945
"670","36 Ave & 10 St",943
"671","Rogers Ave & Sterling St",942
"672","31 St & Thomson Ave",924
"673","Carroll St & Washington Ave",924
"674","Marcy Ave & Lafayette Ave",919
"675","28 Ave & 35 St",914
"676","E 128 St & Madison Ave",912
"677","Throop Ave & Myrtle Ave",897
"678","Putnam Ave & Nostrand Ave",887
"679","9 St & 44 Rd",884
"680","5 Ave & E 126 St",883
"681","48 Ave & 5 St",881
"682","2 Ave & E 122 St",872
"683","28 St & 38 Ave",859
"684","McKibbin St & Manhattan Ave",857
"685","Broadway & 12 St",851
"686","Crescent St & 30 Ave",851
"687","35 St & Broadway",843
"688","Madison Ave & E 120 St",839
"689","31 Ave & Crescent St",835
"690","Vernon Blvd & 41 Rd",832
"691","4 Ave & 2 St",829
"692","34 St & 35 Ave",822
"693","35 Ave & 10 St",817
"694","12 St & 4 Ave",808
"695","3 Ave & E 100 St",806
"696","5 St & Market St",799
"697","3 Ave & E 112 St",796
"698","Steinway St & 23 Ave",792
"699","21 St & 43 Ave",781
"700","24 Ave & 29 St",780
"701","Crescent St & 34 Ave",780
"702","35 St & 34 Ave",773
"703","Columbus Ave & W 103 St",767
"704","E 118 St & Park Ave",759
"705","Commerce St & Van Brunt St",757
"706","Lexington Ave & E 120 St",756
"707","39 St & 2 Ave - Citi Bike HQ at Industry City",754
"708","Division Ave & Marcy Ave",753
"709","Park Ave & St Edwards St",740
"710","47 Ave & 31 St",723
"711","Lexington Ave & E 127 St",721
"712","10 Hudson Yards",716
"713","Newton Rd & 44 St",715
"714","5 St & 51 Ave",713
"715","Sigourney St & Columbia St",713
"716","Union St & Bedford Ave",712
"717","28 Ave & 44 St",691
"718","37 St & 24 Ave",688
"719","Cedar St & Myrtle Ave",685
"720","31 Ave & 14 St",682
"721","Jackson St & Leonard St",675
"722","37 Ave & 35 St",673
"723","Lewis Ave & Decatur St",671
"724","Morningside Dr & Amsterdam Ave",659
"725","Wyckoff St & Bond St",644
"726","2 Ave & 9 St",639
"727","21 St & Hoyt Ave S",621
"728","34 Ave & 21 St",612
"729","Pacific St & Classon Ave",603
"730","40 Ave & 9 St",595
"731","11 St & 43 Ave",591
"732","31 St & Northern Blvd",589
"733","31 St & Hoyt Ave N",583
"734","Crescent St & Ditmars Blvd",578
"735","30 Ave & 21 St",563
"736","Crescent St & 35 Ave",558
"737","Wyckoff Av & Jefferson St",546
"738","28 St & 36 Ave",539
"739","Albany Ave & Fulton St",538
"740","Dwight St & Van Dyke St",536
"741","Richards St & Delavan St",535
