"","station.name","total"
"742","Henry St & Bay St",382
"743","Henry St & W 9 St",341
"744","Carroll St & Franklin Ave",339
"745","Railroad Ave & Kay Ave",319
"746","Montgomery St & Franklin Ave",318
"747","E 118 St & Park Ave",286
"748","Vernon Blvd & 31 Ave",266
"749","34 Ave & 13 St",254
"750","Columbia St & W 9 St",245
"751","21 St & 38 Ave",241
"752","Sullivan Pl & Bedford Ave",230
"753","40 Ave & 9 St",218
"754","11 St & 35 Ave",214
"755","21 St & 36 Ave",202
"756","27 Ave & 4 St",186
"757","Columbia St & Lorraine St",174
"758","NYCBS Depot - GOW",152
"759","Prospect Park - 5 Year Anniversary Celebration",143
"760","NYCBS DEPOT - DELANCEY",141
"761","Smart Cities Conference",136
"762","E 95 St & 3 Ave",113
"763","NYCBS Depot - STY - Garage 4",112
"764","Bressler",36
"765","8D Mobile 01",20
"766","NYCBS Depot BAL - DYR",15
"767","NYCBS Depot - RIS",7
"768","Marin Light Rail",4
"769","Exchange Place",3
"770","Morris Canal",2
"771","GOW Tech Shop",1
"772","Essex Light Rail",1
"773","Hamilton Park",1
"774","Heights Elevator",1
"775","JCBS Depot",1
"776","Riverview Park",1
"777","Sip Ave",1
"778","Van Vorst Park",1
