"","odl_od_timessquare","count"
"1",0.947216743869403,16729
"2",1.93929535806206,12166
"3",5.05535909600203,11833
"4",1.98393472902406,11336
"5",0.970431645904033,11120
"6",2.35242168298803,10855
"7",0.409653129182537,10290
"8",2.00900489565512,10083
"9",2.6358579167636,9694
"10",1.17939517599852,9634
"11",1.48161821942457,9493
"12",1.23101491745318,9489
"13",1.28370161126109,9272
"14",2.36638806221174,9147
"15",1.09934329499329,9108
"16",5.75041925486636,8616
"17",3.31882754587428,8582
"18",3.3642803050304,8482
"19",5.27263945200224,8282
"20",3.11591061283985,8241
"21",0.322819094477445,8230
"22",1.02173215634249,8204
"23",1.85749676969805,8181
"24",2.8061212615633,8046
"25",1.05371270995774,7903
"26",0.9478318920252,7809
"27",3.45969864751658,7639
"28",4.10157895547746,7613
"29",3.18874440992425,7560
"30",2.61391534759523,7442
"31",2.16179549959398,7441
"32",1.70219490073179,7350
"33",1.43720404414924,7250
"34",5.40548357693338,7133
"35",1.66579574539852,7014
"36",2.19562476996449,6936
"37",4.43392475892503,6922
"38",1.96940944884616,6915
"39",1.80488711682596,6902
"40",2.13525180478919,6844
"41",1.53139994332767,6736
"42",3.99538585557857,6700
"43",3.72606475000761,6688
"44",0.317485845276953,6606
"45",3.41421061044007,6520
"46",2.87798615089451,6439
"47",0.537227621440001,6398
"48",1.9523042160167,6396
"49",1.83858963181166,6308
"50",3.52879281974578,6254
"51",2.28595585959472,6233
"52",0.517642011026198,6200
"53",1.39371772742557,6182
"54",1.06479293510751,6136
"55",2.41233569803807,6117
"56",1.64074683003592,6057
"57",3.83933824540667,6035
"58",1.74334552055765,5995
"59",2.36823757540647,5943
"60",0.88558552328517,5915
"61",0.639794930132649,5897
"62",1.32847165423366,5845
"63",3.93995627041564,5810
"64",6.37204590322048,5790
"65",3.7683682256489,5755
"66",2.43746599690078,5690
"67",3.3661326984059,5689
"68",3.55826056313748,5689
"69",1.6306624025448,5679
"70",1.52249847955499,5646
"71",2.80911577436175,5639
"72",0.958917513873582,5638
"73",3.41151185948992,5623
"74",2.63732720423807,5563
"75",1.88728587785143,5499
"76",3.55468773380296,5446
"77",6.29965140101143,5377
"78",1.4235641356344,5370
"79",4.86608890525473,5331
"80",2.87058753681179,5314
"81",2.87845966049332,5306
"82",3.53606214592406,5300
"83",1.94783433918509,5288
"84",5.41572809699402,5279
"85",2.14868531333309,5274
"86",2.46517917759329,5273
"87",0.87043359972016,5239
"88",3.05413393851692,5236
"89",6.37633975492153,5219
"90",1.14443273559194,5181
"91",4.37489932892086,5153
"92",3.18316187875979,5120
"93",3.26595687337435,5106
"94",2.44570255300725,5006
"95",4.21083204175909,4999
"96",3.99901212875007,4995
"97",0.641399008809794,4960
"98",2.47040240658148,4949
"99",0.292952720643287,4937
"100",3.28351949818098,4915
"101",4.29183433697668,4910
"102",3.35068577528123,4885
"103",2.94342417208141,4839
"104",1.40758631394517,4832
"105",3.04780910933967,4798
"106",1.43145882890483,4795
"107",1.67325139979338,4791
"108",2.49774253130933,4758
"109",1.14459002968308,4736
"110",3.99232102106826,4719
"111",2.02623746298169,4717
"112",1.287238357274,4703
"113",1.5422869066637,4673
"114",4.14277202517392,4654
"115",1.72272974708215,4633
"116",3.25565818189472,4615
"117",0.360760919206471,4614
"118",1.25104789979565,4602
"119",0.454842788324489,4599
"120",0.800768486946855,4594
"121",0.998227300596679,4594
"122",2.19175144763706,4587
"123",0.793272765551398,4585
"124",0.658354353845619,4563
"125",2.71525774066022,4539
"126",2.28269369207727,4538
"127",3.15855021511186,4530
"128",4.73735182669297,4530
"129",6.1174674646384,4529
"130",4.68183190364204,4524
"131",2.57082778584703,4445
"132",1.51516099061622,4444
"133",4.68457280748797,4380
"134",0.607670834483928,4364
"135",1.63434632141471,4354
"136",2.54023904312868,4345
"137",1.11242029746394,4343
"138",2.54190249394178,4341
"139",3.37095089168514,4338
"140",1.5811236366857,4321
"141",1.90296809745416,4310
"142",0.795440747157676,4308
"143",5.58266142620545,4298
"144",3.68269586156697,4281
"145",0.817211142241422,4253
"146",6.16993210466407,4217
"147",1.56484841510905,4206
"148",4.47681257234521,4178
"149",0.699439819949443,4177
"150",0.615199647205889,4176
"151",2.10771205654203,4171
"152",1.04572525469893,4143
"153",1.81900920484989,4129
"154",2.51678157347043,4124
"155",2.71885191635881,4117
"156",1.54588050666782,4114
"157",5.82093934519057,4101
"158",5.19277575353609,4094
"159",1.06008139872929,4082
"160",5.67340737504539,4073
"161",8.12398207251781,3991
"162",2.61151256297684,3982
"163",3.69773019826654,3955
"164",5.26062190875226,3954
"165",2.30302455147115,3947
"166",0.290580329764426,3909
"167",2.41237674307895,3892
"168",3.46617830180185,3882
"169",4.0946350459343,3880
"170",2.20876656654604,3877
"171",3.08702448934835,3873
"172",3.90796192217925,3859
"173",3.28971587993742,3839
"174",6.28363908164413,3818
"175",5.72609402243249,3810
"176",0.994309792939195,3795
"177",5.04486964986474,3787
"178",3.72565885541534,3778
"179",4.27587197739476,3773
"180",0.885137808451128,3770
"181",3.9780973876336,3768
"182",0.836720641699838,3746
"183",3.95283796841523,3733
"184",0.566384718005825,3687
"185",3.0538796818471,3683
"186",0.518208155706094,3673
"187",3.98870717610091,3673
"188",4.93701181182338,3668
"189",5.25197523262556,3668
"190",7.92314326770962,3657
"191",0.79836603816185,3653
"192",5.27744845904394,3651
"193",3.87452696184797,3645
"194",6.69320146896337,3595
"195",4.2718608495329,3542
"196",3.1114475252996,3533
"197",2.7217655926544,3497
"198",2.18506884817577,3488
"199",1.41150039057818,3434
"200",4.51325733905719,3420
"201",5.30287499670956,3391
"202",0.619300791926113,3346
"203",3.03357943640683,3332
"204",4.80829134131331,3319
"205",4.52911331557212,3306
"206",0.709883164242354,3303
"207",1.23110908600573,3279
"208",4.63710023049201,3271
"209",5.11524533852904,3235
"210",6.66850117017753,3218
"211",1.64818251599093,3209
"212",5.03801395288897,3199
"213",2.18279920619962,3162
"214",4.87248525646266,3157
"215",7.28785507192936,3149
"216",4.05655806688887,3135
"217",2.98690320997279,3120
"218",2.83830011640825,3102
"219",4.12859494874181,3094
"220",4.96303958688805,3091
"221",10.77794865096,3072
"222",1.42576912764961,3065
"223",2.58693796211385,3056
"224",2.19120920109856,3040
"225",2.56844336860726,3035
"226",1.17367005489144,3029
"227",3.12547247661152,3026
"228",3.1926240617117,3021
"229",6.73783066970869,3015
"230",3.2844634860244,3008
"231",1.141910671576,2991
"232",3.00536735473587,2986
"233",1.38865903811581,2982
"234",2.51497844383546,2978
"235",4.66494900942125,2961
"236",7.28869578152093,2911
"237",4.89047019701572,2910
"238",6.4573085118397,2907
"239",4.78788192768311,2899
"240",1.37227582331917,2891
"241",1.967680510379,2889
"242",4.13870913726379,2870
"243",3.85245687316132,2827
"244",2.87086507924962,2817
"245",6.12808814067732,2797
"246",4.70745233697642,2786
"247",7.46529570384283,2781
"248",2.85897095177537,2779
"249",7.3405704365392,2768
"250",5.11306832340062,2703
"251",1.21356671642683,2687
"252",1.51048347656583,2676
"253",4.7903481842648,2646
"254",1.84991321722925,2644
"255",4.98140093765309,2628
"256",5.76738040594994,2628
"257",3.97304782875871,2624
"258",6.09877739198097,2621
"259",6.24104147752652,2619
"260",3.97308516701735,2595
"261",3.59890708979051,2581
"262",8.33286719196019,2570
"263",5.33374377604278,2566
"264",2.30244150456156,2561
"265",4.91471978534866,2546
"266",0.563997650940809,2538
"267",6.98846518475013,2538
"268",1.69828026917991,2520
"269",4.44645646595368,2514
"270",1.36878134406861,2468
"271",5.65810275725817,2467
"272",4.14485527176319,2448
"273",7.54309864945122,2432
"274",5.77518860426866,2423
"275",4.95871376672854,2422
"276",2.67082173462328,2396
"277",2.85574099263146,2394
"278",3.16813845395526,2381
"279",1.41298974535529,2380
"280",5.97165730449567,2360
"281",5.396362887876,2336
"282",3.53676282061334,2318
