"","station.name","total"
"745","40 Ave & 9 St",380
"746","Wolcott St & Dwight St",353
"747","23 Ave & 27 St",344
"748","48 Ave & 30 Pl",341
"749","Vernon Blvd & 41 Rd",340
"750","27 Ave & 9 St",319
"751","21 St & Hoyt Ave S",310
"752","Carroll St & Franklin Ave",296
"753","Sterling St & Bedford Ave",295
"754","Pioneer St & Richards St",289
"755","40 Ave & Crescent St",284
"756","Columbia St & Lorraine St",269
"757","34 Ave & 13 St",260
"758","Montgomery St & Franklin Ave",257
"759","NYCBS Depot - GOW",228
"760","21 St & 36 Ave",225
"761","Sullivan Pl & Bedford Ave",194
"762","Henry St & Bay St",190
"763","11 St & 35 Ave",188
"764","21 St & 38 Ave",166
"765","27 Ave & 4 St",153
"766","47 Ave & Skillman Ave",127
"767","Railroad Ave & Kay Ave",91
"768","NYCBS DEPOT - DELANCEY",24
"769","NULL",20
"770","Handlebar @ Gowanus",14
"771","58th St Depot",2
"772","Paulus Hook",2
"773","Marin Light Rail",1
"774","Riverview Park",1
