"","station.name","total"
"735","E 118 St & Park Ave",909
"736","E 98 St & Park Ave",889
"737","37 Ave & 35 St",881
"738","3 Ave & E 112 St",869
"739","Pacific St & Classon Ave",864
"740","Newton Rd & 44 St",854
"741","31 Ave & 14 St",836
"742","5 St & Market St",833
"743","10 Hudson Yards",832
"744","Crescent St & 35 Ave",822
"745","23 Ave & 27 St",812
"746","George St & Wilson Ave",810
"747","30 Ave & 21 St",809
"748","Richards St & Delavan St",809
"749","Sigourney St & Columbia St",807
"750","Bushwick Ave & McKibbin St",774
"751","Waterbury St & Stagg St",770
"752","40 Ave & 9 St",763
"753","28 St & 36 Ave",761
"754","Columbus Ave & W 103 St",759
"755","Throop Ave & Myrtle Ave",751
"756","39 St & 2 Ave - Citi Bike HQ at Industry City",749
"757","37 St & 24 Ave",745
"758","21 St & 43 Ave",743
"759","Crown St & Bedford Ave",728
"760","Sterling St & Bedford Ave",707
"761","Albany Ave & Fulton St",696
"762","Stagg St & Morgan Ave",651
"763","Pioneer St & Richards St",649
"764","34 Ave & 21 St",637
"765","31 St & Hoyt Ave N",637
"766","Wolcott St & Dwight St",618
"767","Dwight St & Van Dyke St",615
"768","Clinton St & Centre St",602
"769","10 Ave & W 28 St",601
"770","Morningside Dr & Amsterdam Ave",584
"771","Columbia St & W 9 St",583
"772","Henry St & Bay St",540
"773","Carroll St & Franklin Ave",526
"774","27 Ave & 4 St",526
"775","48 Ave & 30 Pl",521
"776","11 St & 43 Ave",512
"777","Bushwick Ave & Stagg St",490
"778","Sullivan Pl & Bedford Ave",478
"779","Montgomery St & Franklin Ave",475
"780","21 St & 38 Ave",460
"781","White St & Johnson Ave",459
"782","40 Ave & Crescent St",454
"783","47 Ave & Skillman Ave",452
"784","Henry St & W 9 St",439
"785","34 Ave & 13 St",385
"786","Railroad Ave & Kay Ave",314
"787","21 St & 36 Ave",306
"788","10 St & 2 Ave",263
"789","NYCBS Depot - GOW",262
"790","Columbia St & Lorraine St",255
"791","11 St & 35 Ave",231
"792","Stuyvesant Walk & 1 Av Loop",227
"793","NYCBS DEPOT - DELANCEY",61
"794","City Hall",9
"795","Handlebar @ Gowanus",7
"796","Washington St",4
"797","Pershing Field",2
"798","Sip Ave",2
"799","6 Ave & W 33 St",1
"800","Hamilton Park",1
"801","Heights Elevator",1
"802","Hoboken Ave at Monmouth St",1
"803","JCBS Depot",1
"804","Journal Square",1
"805","Newport Pkwy",1
"806","Van Vorst Park",1
